"text","intent","category","confidence"
"Thuốc aspirin có gây đau đầu không","side_effects","tác_dụng_phụ","1.0"
"Cần bác sĩ gấp: đau ngực dữ dội","emergency","cấp_cứu","1.0"
"Nhạc đẹp 372","unknown","không_xác_định","1.0"
"lorem ipsum","unknown","không_xác_định","1.0"
"Uống amoxicillin có bị đau đầu không?","side_effects","tác_dụng_phụ","1.0"
"Help! đau ngực dữ dội","emergency","cấp_cứu","1.0"
"Xem ngon 587","unknown","không_xác_định","1.0"
"Thuốc aspirin có gây buồn nôn không","side_effects","tác_dụng_phụ","1.0"
"Ăn tốt 482","unknown","không_xác_định","1.0"
"Đi tốt 861","unknown","không_xác_định","1.0"
"Có dấu hiệu đau bụng","symptom_inquiry","triệu_chứng","1.0"
"Ông ấy bị mệt mỏi","symptom_inquiry","triệu_chứng","1.0"
"Thuốc aspirin có gây mệt mỏi không","side_effects","tác_dụng_phụ","1.0"
"Uống aspirin xong bị mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Ăn vui 917","unknown","không_xác_định","1.0"
"Đi vui 699","unknown","không_xác_định","1.0"
"Xem tốt 326","unknown","không_xác_định","1.0"
"Thuốc amoxicillin làm tôi mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Ăn vui 147","unknown","không_xác_định","1.0"
"Liều dùng của amoxicillin","dosage_question","liều_lượng","1.0"
"Cần bác sĩ gấp: ngộ độc nghiêm trọng","emergency","cấp_cứu","1.0"
"Uống ibuprofen bao nhiêu mg một ngày?","dosage_question","liều_lượng","1.0"
"abcdefg","unknown","không_xác_định","1.0"
"Uống paracetamol có bị đau đầu không?","side_effects","tác_dụng_phụ","1.0"
"Gấp! ngộ độc nghiêm trọng","emergency","cấp_cứu","1.0"
"Sau khi uống paracetamol bị chóng mặt","side_effects","tác_dụng_phụ","1.0"
"Cấp cứu! khó thở nghiêm trọng","emergency","cấp_cứu","1.0"
"Nhạc tốt 881","unknown","không_xác_định","1.0"
"Uống ibuprofen có bị mệt mỏi không?","side_effects","tác_dụng_phụ","1.0"
"Help! sốt cao trên 40 độ","emergency","cấp_cứu","1.0"
"Phim ngon 729","unknown","không_xác_định","1.0"
"Phim vui 175","unknown","không_xác_định","1.0"
"Nhạc hay 337","unknown","không_xác_định","1.0"
"Hướng dẫn sử dụng amoxicillin","dosage_question","liều_lượng","1.0"
"Nhạc tốt 212","unknown","không_xác_định","1.0"
"Đi ngon 870","unknown","không_xác_định","1.0"
"Sau khi uống amoxicillin bị buồn nôn","side_effects","tác_dụng_phụ","1.0"
"Nhạc hay 602","unknown","không_xác_định","1.0"
"Đi đẹp 327","unknown","không_xác_định","1.0"
"Xem hay 546","unknown","không_xác_định","1.0"
"Ăn tốt 229","unknown","không_xác_định","1.0"
"Ăn đẹp 883","unknown","không_xác_định","1.0"
"Có nên ngừng uống aspirin không vì bị chóng mặt","side_effects","tác_dụng_phụ","1.0"
"Có nên ngừng uống paracetamol không vì bị chóng mặt","side_effects","tác_dụng_phụ","1.0"
"Nhạc tốt 895","unknown","không_xác_định","1.0"
"Ăn hay 641","unknown","không_xác_định","1.0"
"Cần cấp cứu ngay vì mất ý thức","emergency","cấp_cứu","1.0"
"Cách sử dụng amoxicillin đúng","dosage_question","liều_lượng","1.0"
"Cần bác sĩ gấp: sốc phản vệ","emergency","cấp_cứu","1.0"
"Ăn hay 152","unknown","không_xác_định","1.0"
"Khẩn cấp: ngộ độc nghiêm trọng","emergency","cấp_cứu","1.0"
"Ăn hay 758","unknown","không_xác_định","1.0"
"Nhạc vui 559","unknown","không_xác_định","1.0"
"Uống amoxicillin xong bị đau đầu","side_effects","tác_dụng_phụ","1.0"
"Thuốc ibuprofen làm tôi chóng mặt","side_effects","tác_dụng_phụ","1.0"
"Tình trạng nguy kịch: chảy máu nhiều","emergency","cấp_cứu","1.0"
"Có nên ngừng uống ibuprofen không vì bị mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Uống aspirin có bị chóng mặt không?","side_effects","tác_dụng_phụ","1.0"
"Tình trạng nguy kịch: sốt cao trên 40 độ","emergency","cấp_cứu","1.0"
"Ăn đẹp 515","unknown","không_xác_định","1.0"
"Thuốc amoxicillin có gây buồn nôn không","side_effects","tác_dụng_phụ","1.0"
"Đi đẹp 828","unknown","không_xác_định","1.0"
"Tình huống khẩn cấp: đau ngực dữ dội","emergency","cấp_cứu","1.0"
"Em bé bị đau đầu","symptom_inquiry","triệu_chứng","1.0"
"Tình huống khẩn cấp: co giật","emergency","cấp_cứu","1.0"
"Nhạc hay 266","unknown","không_xác_định","1.0"
"Nhạc tốt 495","unknown","không_xác_định","1.0"
"Gấp! gãy xương hở","emergency","cấp_cứu","1.0"
"Uống thuốc aspirin như thế nào","dosage_question","liều_lượng","1.0"
"Gấp! đau ngực dữ dội","emergency","cấp_cứu","1.0"
"Ăn ngon 222","unknown","không_xác_định","1.0"
"Uống paracetamol xong bị mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Đi đẹp 956","unknown","không_xác_định","1.0"
"Phim tốt 137","unknown","không_xác_định","1.0"
"Tình huống khẩn cấp: chảy máu nhiều","emergency","cấp_cứu","1.0"
"Nhạc hay 505","unknown","không_xác_định","1.0"
"Thời tiết thế nào","unknown","không_xác_định","1.0"
"Tình trạng nguy kịch: đột quỵ","emergency","cấp_cứu","1.0"
"Có nên ngừng uống paracetamol không vì bị mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Đi ngon 971","unknown","không_xác_định","1.0"
"Ăn hay 599","unknown","không_xác_định","1.0"
"Sau khi uống ibuprofen bị buồn nôn","side_effects","tác_dụng_phụ","1.0"
"Nhạc hay 879","unknown","không_xác_định","1.0"
"Đi vui 818","unknown","không_xác_định","1.0"
"Xem vui 318","unknown","không_xác_định","1.0"
"Báo động đỏ: chảy máu nhiều","emergency","cấp_cứu","1.0"
"Tình huống khẩn cấp: ngộ độc nghiêm trọng","emergency","cấp_cứu","1.0"
"Nhạc vui 409","unknown","không_xác_định","1.0"
"Phim ngon 963","unknown","không_xác_định","1.0"
"Xem đẹp 387","unknown","không_xác_định","1.0"
"Tình huống khẩn cấp: sốt cao trên 40 độ","emergency","cấp_cứu","1.0"
"Uống paracetamol xong bị chóng mặt","side_effects","tác_dụng_phụ","1.0"
"Gấp! mất ý thức","emergency","cấp_cứu","1.0"
"Ăn ngon 342","unknown","không_xác_định","1.0"
"Thuốc paracetamol làm tôi đau đầu","side_effects","tác_dụng_phụ","1.0"
"Xem tốt 724","unknown","không_xác_định","1.0"
"Nhạc vui 713","unknown","không_xác_định","1.0"
"Ăn ngon 616","unknown","không_xác_định","1.0"
"Hôm nay giá vàng tăng hay giảm?","unknown","không_xác_định","1.0"
"Đi ngon 839","unknown","không_xác_định","1.0"
"Công thức *chữa* cháy","unknown","không_xác_định","1.0"
"Thuốc paracetamol có gây đau đầu không","side_effects","tác_dụng_phụ","1.0"
"Thuốc ibuprofen làm tôi đau đầu","side_effects","tác_dụng_phụ","1.0"
"Cách *điều trị* bệnh lười biếng","unknown","không_xác_định","1.0"
"Thuốc aspirin làm tôi mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Ăn hay 211","unknown","không_xác_định","1.0"
"Ăn đẹp 944","unknown","không_xác_định","1.0"
"Đi ngon 110","unknown","không_xác_định","1.0"
"Uống amoxicillin có bị mệt mỏi không?","side_effects","tác_dụng_phụ","1.0"
"Ăn đẹp 632","unknown","không_xác_định","1.0"
"Nhạc ngon 299","unknown","không_xác_định","1.0"
"Xem đẹp 401","unknown","không_xác_định","1.0"
"Ăn gì ngon","unknown","không_xác_định","1.0"
"Nhạc vui 814","unknown","không_xác_định","1.0"
"Phim tốt 398","unknown","không_xác_định","1.0"
"Ăn vui 698","unknown","không_xác_định","1.0"
"Đi tốt 663","unknown","không_xác_định","1.0"
"Ăn vui 527","unknown","không_xác_định","1.0"
"Cần cấp cứu ngay vì sốt cao trên 40 độ","emergency","cấp_cứu","1.0"
"Tình trạng nguy kịch: khó thở nghiêm trọng","emergency","cấp_cứu","1.0"
"Đi vui 853","unknown","không_xác_định","1.0"
"Nhạc hay 607","unknown","không_xác_định","1.0"
"Đi đẹp 497","unknown","không_xác_định","1.0"
"Ăn hay 991","unknown","không_xác_định","1.0"
"Xem hay 366","unknown","không_xác_định","1.0"
"Phim đẹp 933","unknown","không_xác_định","1.0"
"Nhạc tốt 845","unknown","không_xác_định","1.0"
"Nhạc tốt 293","unknown","không_xác_định","1.0"
"Đi vui 660","unknown","không_xác_định","1.0"
"Ăn hay 846","unknown","không_xác_định","1.0"
"Ăn ngon 502","unknown","không_xác_định","1.0"
"Khẩn cấp: sốc phản vệ","emergency","cấp_cứu","1.0"
"Ăn đẹp 493","unknown","không_xác_định","1.0"
"Ăn tốt 311","unknown","không_xác_định","1.0"
"Xem đẹp 623","unknown","không_xác_định","1.0"
"Đi đẹp 962","unknown","không_xác_định","1.0"
"Nhạc ngon 433","unknown","không_xác_định","1.0"
"Phim ngon 831","unknown","không_xác_định","1.0"
"Ăn vui 771","unknown","không_xác_định","1.0"
"Nhạc nào hay","unknown","không_xác_định","1.0"
"Xem đẹp 830","unknown","không_xác_định","1.0"
"Thuốc paracetamol có gây buồn nôn không","side_effects","tác_dụng_phụ","1.0"
"Phim tốt 967","unknown","không_xác_định","1.0"
"Nhạc hay 384","unknown","không_xác_định","1.0"
"Ăn hay 282","unknown","không_xác_định","1.0"
"Cần cấp cứu ngay vì gãy xương hở","emergency","cấp_cứu","1.0"
"Uống ibuprofen có bị buồn nôn không?","side_effects","tác_dụng_phụ","1.0"
"Xem tốt 327","unknown","không_xác_định","1.0"
"Xem hay 995","unknown","không_xác_định","1.0"
"Đi ngon 978","unknown","không_xác_định","1.0"
"Có nên ngừng uống amoxicillin không vì bị đau đầu","side_effects","tác_dụng_phụ","1.0"
"Đi ngon 193","unknown","không_xác_định","1.0"
"Đi đẹp 522","unknown","không_xác_định","1.0"
"random text","unknown","không_xác_định","1.0"
"Đi hay 310","unknown","không_xác_định","1.0"
"Sau khi uống paracetamol bị mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Phim tốt 196","unknown","không_xác_định","1.0"
"Uống aspirin có bị buồn nôn không?","side_effects","tác_dụng_phụ","1.0"
"Phim tốt 677","unknown","không_xác_định","1.0"
"Báo động đỏ: đột quỵ","emergency","cấp_cứu","1.0"
"Phim ngon 861","unknown","không_xác_định","1.0"
"Nhạc ngon 139","unknown","không_xác_định","1.0"
"Khẩn cấp: khó thở nghiêm trọng","emergency","cấp_cứu","1.0"
"Sau khi uống aspirin bị chóng mặt","side_effects","tác_dụng_phụ","1.0"
"Xem tốt 957","unknown","không_xác_định","1.0"
"Đi vui 267","unknown","không_xác_định","1.0"
"Thuốc amoxicillin làm tôi buồn nôn","side_effects","tác_dụng_phụ","1.0"
"Phim tốt 307","unknown","không_xác_định","1.0"
"Nhạc tốt 555","unknown","không_xác_định","1.0"
"Phim tốt 146","unknown","không_xác_định","1.0"
"SOS! đột quỵ","emergency","cấp_cứu","1.0"
"Đi vui 256","unknown","không_xác_định","1.0"
"Gấp! khó thở nghiêm trọng","emergency","cấp_cứu","1.0"
"Phim hay 557","unknown","không_xác_định","1.0"
"Ăn ngon 444","unknown","không_xác_định","1.0"
"Uống ibuprofen xong bị đau đầu","side_effects","tác_dụng_phụ","1.0"
"Nhạc ngon 564","unknown","không_xác_định","1.0"
"Phim tốt 580","unknown","không_xác_định","1.0"
"Nhạc tốt 572","unknown","không_xác_định","1.0"
"Xem vui 891","unknown","không_xác_định","1.0"
"Tình huống khẩn cấp: tim ngừng đập","emergency","cấp_cứu","1.0"
"Ăn tốt 393","unknown","không_xác_định","1.0"
"Ăn hay 928","unknown","không_xác_định","1.0"
"Sau khi uống paracetamol bị đau đầu","side_effects","tác_dụng_phụ","1.0"
"Nhạc tốt 570","unknown","không_xác_định","1.0"
"Đi tốt 564","unknown","không_xác_định","1.0"
"Phim hay gì","unknown","không_xác_định","1.0"
"Nhạc ngon 271","unknown","không_xác_định","1.0"
"Đi tốt 262","unknown","không_xác_định","1.0"
"Ăn ngon 110","unknown","không_xác_định","1.0"
"Xem hay 792","unknown","không_xác_định","1.0"
"Nhạc ngon 534","unknown","không_xác_định","1.0"
"Xem tốt 611","unknown","không_xác_định","1.0"
"Nhạc tốt 347","unknown","không_xác_định","1.0"
"Phim ngon 115","unknown","không_xác_định","1.0"
"Cấp cứu! đột quỵ","emergency","cấp_cứu","1.0"
"Tình huống khẩn cấp: sốc phản vệ","emergency","cấp_cứu","1.0"
"Ăn ngon 250","unknown","không_xác_định","1.0"
"Đi vui 153","unknown","không_xác_định","1.0"
"Phim tốt 114","unknown","không_xác_định","1.0"
"Đi đẹp 466","unknown","không_xác_định","1.0"
"Xem đẹp 724","unknown","không_xác_định","1.0"
"Báo động đỏ: đau ngực dữ dội","emergency","cấp_cứu","1.0"
"không liên quan","unknown","không_xác_định","1.0"
"Đi hay 925","unknown","không_xác_định","1.0"
"Phim đẹp 756","unknown","không_xác_định","1.0"
"Nhạc hay 841","unknown","không_xác_định","1.0"
"Ăn tốt 855","unknown","không_xác_định","1.0"
"Xem ngon 856","unknown","không_xác_định","1.0"
"Ăn hay 137","unknown","không_xác_định","1.0"
"Xem đẹp 418","unknown","không_xác_định","1.0"
"Phim hay 657","unknown","không_xác_định","1.0"
"Phim ngon 857","unknown","không_xác_định","1.0"
"Ăn vui 117","unknown","không_xác_định","1.0"
"Phim tốt 533","unknown","không_xác_định","1.0"
"aaaaaa","unknown","không_xác_định","1.0"
"Cần bác sĩ gấp: tim ngừng đập","emergency","cấp_cứu","1.0"
"Xem đẹp 482","unknown","không_xác_định","1.0"
"Nhạc đẹp 978","unknown","không_xác_định","1.0"
"Đi đâu chơi","unknown","không_xác_định","1.0"
"Xem đẹp 791","unknown","không_xác_định","1.0"
"Công thức nấu phở bò ngon như thế nào?","unknown","không_xác_định","1.0"
"Phim hay 493","unknown","không_xác_định","1.0"
"Nhạc tốt 151","unknown","không_xác_định","1.0"
"Xem ngon 590","unknown","không_xác_định","1.0"
"Ăn hay 623","unknown","không_xác_định","1.0"
"Ăn đẹp 411","unknown","không_xác_định","1.0"
"Ăn hay 753","unknown","không_xác_định","1.0"
"Ăn ngon 539","unknown","không_xác_định","1.0"
"Nhạc tốt 622","unknown","không_xác_định","1.0"
"Ăn ngon 828","unknown","không_xác_định","1.0"
"Phim ngon 556","unknown","không_xác_định","1.0"
"Nhạc hay 292","unknown","không_xác_định","1.0"
"Ăn đẹp 387","unknown","không_xác_định","1.0"
"Nhạc ngon 960","unknown","không_xác_định","1.0"
"Thuốc ibuprofen có gây mệt mỏi không","side_effects","tác_dụng_phụ","1.0"
"Ăn hay 814","unknown","không_xác_định","1.0"
"Cần bác sĩ gấp: chảy máu nhiều","emergency","cấp_cứu","1.0"
"Ăn tốt 625","unknown","không_xác_định","1.0"
"Xem vui 453","unknown","không_xác_định","1.0"
"Phim đẹp 505","unknown","không_xác_định","1.0"
"Sau khi uống ibuprofen bị mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Đi tốt 552","unknown","không_xác_định","1.0"
"Xem hay 936","unknown","không_xác_định","1.0"
"Ăn ngon 131","unknown","không_xác_định","1.0"
"Xem ngon 602","unknown","không_xác_định","1.0"
"Phim tốt 138","unknown","không_xác_định","1.0"
"Xem tốt 972","unknown","không_xác_định","1.0"
"Ăn hay 488","unknown","không_xác_định","1.0"
"Gấp! sốc phản vệ","emergency","cấp_cứu","1.0"
"Nhạc ngon 947","unknown","không_xác_định","1.0"
"Xem đẹp 661","unknown","không_xác_định","1.0"
"văn bản vô nghĩa","unknown","không_xác_định","1.0"
"Đi tốt 729","unknown","không_xác_định","1.0"
"Phim đẹp 928","unknown","không_xác_định","1.0"
"Ăn ngon 175","unknown","không_xác_định","1.0"
"Phim ngon 244","unknown","không_xác_định","1.0"
"Phim tốt 417","unknown","không_xác_định","1.0"
"Đi đẹp 770","unknown","không_xác_định","1.0"
"Xem tốt 332","unknown","không_xác_định","1.0"
"Phim tốt 484","unknown","không_xác_định","1.0"
"Nhạc ngon 157","unknown","không_xác_định","1.0"
"Ăn vui 982","unknown","không_xác_định","1.0"
"Xem hay 176","unknown","không_xác_định","1.0"
"Mùa hè này nên đi du lịch Đà Lạt hay Sapa?","unknown","không_xác_định","1.0"
"Xem vui 816","unknown","không_xác_định","1.0"
"Ăn đẹp 822","unknown","không_xác_định","1.0"
"Xem đẹp 893","unknown","không_xác_định","1.0"
"Nhạc hay 315","unknown","không_xác_định","1.0"
"Phim đẹp 257","unknown","không_xác_định","1.0"
"Nhạc ngon 568","unknown","không_xác_định","1.0"
"Phim vui 161","unknown","không_xác_định","1.0"
"Gấp! sốt cao trên 40 độ","emergency","cấp_cứu","1.0"
"Nhạc vui 734","unknown","không_xác_định","1.0"
"Phim tốt 564","unknown","không_xác_định","1.0"
"Nhạc vui 651","unknown","không_xác_định","1.0"
"Ăn vui 918","unknown","không_xác_định","1.0"
"Xem ngon 887","unknown","không_xác_định","1.0"
"Đi hay 491","unknown","không_xác_định","1.0"
"Help! đột quỵ","emergency","cấp_cứu","1.0"
"Nhạc ngon 238","unknown","không_xác_định","1.0"
"Đi tốt 762","unknown","không_xác_định","1.0"
"Sau khi uống amoxicillin bị mệt mỏi","side_effects","tác_dụng_phụ","1.0"
"Đi ngon 383","unknown","không_xác_định","1.0"
"Ăn ngon 940","unknown","không_xác_định","1.0"
"Ăn ngon 916","unknown","không_xác_định","1.0"
"blah blah","unknown","không_xác_định","1.0"
"Xem vui 722","unknown","không_xác_định","1.0"
"Đi đẹp 135","unknown","không_xác_định","1.0"
"Ăn hay 946","unknown","không_xác_định","1.0"
"Đi ngon 267","unknown","không_xác_định","1.0"
"Ăn tốt 803","unknown","không_xác_định","1.0"
"Phim vui 727","unknown","không_xác_định","1.0"
"bbbccc","unknown","không_xác_định","1.0"
"Đi đẹp 897","unknown","không_xác_định","1.0"
"Ăn vui 173","unknown","không_xác_định","1.0"
"Phim ngon 731","unknown","không_xác_định","1.0"
"Ăn ngon 187","unknown","không_xác_định","1.0"
"Phim hay 861","unknown","không_xác_định","1.0"
"Nhạc hay 865","unknown","không_xác_định","1.0"
"Xem tốt 675","unknown","không_xác_định","1.0"
