text,intent,category,confidence
Thông tin về ibuprofen,drug_question,thuốc,1.0
"Chào anh/chị, tôi cần hỗ trợ",greeting,chào_hỏi,1.0
Cho tôi hỏi về thuốc acetaminophen,drug_question,thuốc,0.8
Chào ông/bà!,greeting,chào_hỏi,1.0
Ăn ngon 713,unknown,không_xác_định,1.0
Lối sống lành mạnh với hen suyễn?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thuốc acetaminophen có độc hại không,side_effects,tác_dụng_phụ,0.8
Giá thuốc acetaminophen bao nhiêu,drug_question,thuốc,0.8
Thuốc paracetamol làm tôi chóng mặt,side_effects,tác_dụng_phụ,1.0
Thông tin về paracetamol,drug_question,thuốc,1.0
"Hello, xin chào!",greeting,chào_hỏi,1.0
Thói quen tốt cho mất ngủ?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Một ngày uống aspirin mấy lần?,dosage_question,liều_lượng,0.7
Uống aspirin xong bị đau đầu,side_effects,tác_dụng_phụ,1.0
Bí quyết sống khỏe mạnh với béo phì?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Uống acetaminophen có ảnh hưởng gì,side_effects,tác_dụng_phụ,0.8
Làm sao để chữa ho khan?,symptom_inquiry,triệu_chứng,0.8
"Đang dùng atorvastatin, có được uống vitamin C?",drug_interaction,tương_tác_thuốc,1.0
Liều lượng thuốc acetaminophen,drug_question,thuốc,0.8
Cách sống khỏe với đau khớp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Kinh nghiệm giữ ấm mùa đông hiệu quả?,general_health,sức_khỏe_tổng_quát,1.0
"Hi anh/chị, tôi cần hỗ trợ",greeting,chào_hỏi,1.0
Cần cấp cứu ngay vì tim ngừng đập,emergency,cấp_cứu,1.0
Thuốc aspirin có làm giảm tác dụng của digoxin?,drug_interaction,tương_tác_thuốc,1.0
Hiệu quả của xét nghiệm nước tiểu ra sao?,medical_procedure,thủ_thuật_y_tế,1.0
Có thể dùng aspirin cùng với gabapentin không?,drug_interaction,tương_tác_thuốc,1.0
Có triệu chứng đau bụng,symptom_inquiry,triệu_chứng,1.0
Thuốc amlodipine có tương tác với digoxin không?,drug_interaction,tương_tác_thuốc,1.0
Cấp cứu! co giật,emergency,cấp_cứu,1.0
"Chào cô, tôi có câu hỏi",greeting,chào_hỏi,1.0
Chống chỉ định của cetirizine,side_effects,tác_dụng_phụ,0.7
Phim tốt 564,unknown,không_xác_định,1.0
Nhạc tốt 293,unknown,không_xác_định,1.0
Thuốc paracetamol có gây chóng mặt không,side_effects,tác_dụng_phụ,1.0
Liều tối đa của acetylsalicylic acid,dosage_question,liều_lượng,0.8
Thuốc ibuprofen có ảnh hưởng đến vitamin C?,drug_interaction,tương_tác_thuốc,1.0
Cấp cứu! sốc phản vệ,emergency,cấp_cứu,1.0
Đi ngon 193,unknown,không_xác_định,1.0
Thời gian đo mật độ xương mất bao lâu?,medical_procedure,thủ_thuật_y_tế,1.0
Thực phẩm nên tránh khi thận yếu?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Tình huống khẩn cấp: đột quỵ,emergency,cấp_cứu,1.0
Cách giảm stress hiệu quả nhất?,general_health,sức_khỏe_tổng_quát,1.0
Báo động đỏ: chảy máu nhiều,emergency,cấp_cứu,1.0
Phim ngon 843,unknown,không_xác_định,1.0
Phim tốt 484,unknown,không_xác_định,1.0
Thành phần của metformin,drug_question,thuốc,0.7
tháng này mệt mỏi,symptom_inquiry,triệu_chứng,0.8
Tập thể dục như thế nào khi cholesterol cao?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Cần bác sĩ gấp: ngộ độc nghiêm trọng,emergency,cấp_cứu,1.0
"Đang dùng losartan, có được uống insulin?",drug_interaction,tương_tác_thuốc,1.0
Khám sức khỏe định kỳ,general_health,sức_khỏe_tổng_quát,1.0
Mua thuốc paracetamol ở đâu,drug_question,thuốc,1.0
Từ hôm qua ho,symptom_inquiry,triệu_chứng,1.0
Cần làm gì để giữ sức khỏe?,general_health,sức_khỏe_tổng_quát,1.0
Quy tắc ăn uống lành mạnh cơ bản?,general_health,sức_khỏe_tổng_quát,1.0
một thời gian đau đầu,symptom_inquiry,triệu_chứng,0.8
Chế độ ăn cho người trầm cảm?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Chế độ ăn cho người đau khớp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thành phần của paracetamol,drug_question,thuốc,0.7
Làm sao để bảo vệ mắt an toàn?,general_health,sức_khỏe_tổng_quát,1.0
Cần cấp cứu ngay vì đau ngực dữ dội,emergency,cấp_cứu,1.0
Nhạc vui 195,unknown,không_xác_định,1.0
Rủi ro của MRI não là gì?,medical_procedure,thủ_thuật_y_tế,1.0
SOS! gãy xương hở,emergency,cấp_cứu,1.0
Cấp cứu! mất ý thức,emergency,cấp_cứu,1.0
Nhịn ăn gián đoạn ảnh hưởng gì?,diet_lifestyle,diet_lifestyle,1.0
Chi phí chụp X-quang bao nhiêu?,medical_procedure,thủ_thuật_y_tế,1.0
Xem vui 453,unknown,không_xác_định,1.0
Thuốc omeprazole có tác dụng phụ gì?,side_effects,tác_dụng_phụ,0.7
"Xin chào, bạn có thể giúp tôi không?",greeting,chào_hỏi,1.0
Tình huống khẩn cấp: mất ý thức,emergency,cấp_cứu,1.0
Liệu omeprazole và warfarin có xung đột?,drug_interaction,tương_tác_thuốc,1.0
Tương tác giữa metformin và gabapentin như thế nào?,drug_interaction,tương_tác_thuốc,1.0
123456,unknown,không_xác_định,1.0
Công dụng của cetirizine,drug_question,thuốc,0.7
Thuốc metformin uống trước hay sau ăn?,dosage_question,liều_lượng,0.7
"Chào, rất vui được gặp ông/bà",greeting,chào_hỏi,1.0
Gần đây chán ăn,symptom_inquiry,triệu_chứng,0.7
Lưu ý khi dùng metformin,side_effects,tác_dụng_phụ,0.7
"Tôi đang uống aspirin, có thể uống thêm prednisolone?",drug_interaction,tương_tác_thuốc,1.0
Ăn vui 852,unknown,không_xác_định,1.0
"Hello, tôi cần tư vấn y tế",greeting,chào_hỏi,1.0
Xem ngon 280,unknown,không_xác_định,1.0
Phương pháp cải thiện tuần hoàn tốt nhất?,general_health,sức_khỏe_tổng_quát,1.0
Vợ/chồng tôi đau bụng,symptom_inquiry,triệu_chứng,0.7
Cách sử dụng thuốc ibuprofen,drug_question,thuốc,1.0
Uống metformin có hại gì không?,side_effects,tác_dụng_phụ,0.7
"Chào buổi chiều, chúc thầy sức khỏe",greeting,chào_hỏi,1.0
Help! ngộ độc nghiêm trọng,emergency,cấp_cứu,1.0
acetaminophen uống như thế nào?,drug_question,thuốc,0.8
Khẩn cấp: đột quỵ,emergency,cấp_cứu,1.0
"Chào buổi sáng, tôi cần tư vấn y tế",greeting,chào_hỏi,1.0
Mẹ tôi bị đau tụy,symptom_inquiry,triệu_chứng,0.8
"Chào, cảm ơn anh/chị đã hỗ trợ",greeting,chào_hỏi,1.0
Thuốc acetylsalicylic acid có độc hại không,side_effects,tác_dụng_phụ,0.8
Đi tốt 861,unknown,không_xác_định,1.0
Anh ấy bị ho khan,symptom_inquiry,triệu_chứng,0.8
Sau chụp X-quang cần lưu ý gì?,medical_procedure,thủ_thuật_y_tế,1.0
Nhạc hay 865,unknown,không_xác_định,1.0
Phản ứng phụ của amoxicillin,side_effects,tác_dụng_phụ,0.7
Thuốc paracetamol có làm giảm tác dụng của prednisolone?,drug_interaction,tương_tác_thuốc,1.0
Uống ibuprofen xong bị đau đầu,side_effects,tác_dụng_phụ,1.0
Uống amoxicillin bao nhiêu mg một ngày?,dosage_question,liều_lượng,1.0
Thuốc gì chữa sốt?,symptom_inquiry,triệu_chứng,0.7
Ăn tốt 855,unknown,không_xác_định,1.0
Thuốc omeprazole chữa bệnh gì?,drug_question,thuốc,0.7
Bà ngoại bị đau dạ dày,symptom_inquiry,triệu_chứng,0.8
Uống aspirin có bị mệt mỏi không?,side_effects,tác_dụng_phụ,1.0
Thông tin về acetaminophen,drug_question,thuốc,0.8
"Chúc, tôi cần tư vấn y tế",greeting,chào_hỏi,1.0
Uống ibuprofen có bị buồn nôn không?,side_effects,tác_dụng_phụ,1.0
Phương pháp giữ sức khỏe tốt nhất?,general_health,sức_khỏe_tổng_quát,1.0
Kết hợp omeprazole với vitamin C có an toàn?,drug_interaction,tương_tác_thuốc,1.0
"Kính chào, chúc thầy thuốc một ngày tuyệt vời",greeting,chào_hỏi,1.0
"Xin chào chuyên gia, tôi cần hỗ trợ",greeting,chào_hỏi,1.0
"Đang dùng losartan, có được uống calcium?",drug_interaction,tương_tác_thuốc,1.0
Liệu metformin và insulin có xung đột?,drug_interaction,tương_tác_thuốc,1.0
Chi phí sinh thiết bao nhiêu?,medical_procedure,thủ_thuật_y_tế,1.0
Chế độ dinh dưỡng cao huyết áp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Ăn vui 667,unknown,không_xác_định,1.0
Ăn gì ngon,unknown,không_xác_định,1.0
Liệu atorvastatin và iron có xung đột?,drug_interaction,tương_tác_thuốc,1.0
Cách uống amoxicillin,dosage_question,liều_lượng,0.7
Help! mất ý thức,emergency,cấp_cứu,1.0
Cảm thấy đau tụy,symptom_inquiry,triệu_chứng,0.8
Em bé bị nhức đầu,symptom_inquiry,triệu_chứng,0.8
Bị ho phải làm sao?,symptom_inquiry,triệu_chứng,1.0
"Chúc, cảm ơn bạn đã hỗ trợ",greeting,chào_hỏi,1.0
"Kính chào chuyên gia, tôi cần hỗ trợ",greeting,chào_hỏi,1.0
Xem hay 268,unknown,không_xác_định,1.0
Kinh nghiệm cải thiện tuần hoàn hiệu quả?,general_health,sức_khỏe_tổng_quát,1.0
Ai nên thực hiện xét nghiệm máu?,medical_procedure,thủ_thuật_y_tế,1.0
Thời gian test dị ứng mất bao lâu?,medical_procedure,thủ_thuật_y_tế,1.0
Có dấu hiệu nhức đầu,symptom_inquiry,triệu_chứng,0.8
Có thể dùng lisinopril cùng với digoxin không?,drug_interaction,tương_tác_thuốc,1.0
Có thể dùng atorvastatin cùng với morphine không?,drug_interaction,tương_tác_thuốc,1.0
Con tôi bị đau nửa đầu,symptom_inquiry,triệu_chứng,0.8
Cách sử dụng thuốc amoxicillin,drug_question,thuốc,1.0
Thuốc aspirin dùng để làm gì,drug_question,thuốc,1.0
Lời khuyên sức khỏe,general_health,sức_khỏe_tổng_quát,1.0
Cách sống khỏe với dạ dày?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Ông ấy bị sốt,symptom_inquiry,triệu_chứng,1.0
Cần làm gì để tập thể dục?,general_health,sức_khỏe_tổng_quát,1.0
Thực phẩm nên tránh khi gout?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
"Chào buổi sáng, cảm ơn bác sĩ đã hỗ trợ",greeting,chào_hỏi,1.0
Có dấu hiệu đau dạ dày,symptom_inquiry,triệu_chứng,0.8
Chi phí đo mật độ xương bao nhiêu?,medical_procedure,thủ_thuật_y_tế,1.0
"Đang dùng losartan, có được uống tramadol?",drug_interaction,tương_tác_thuốc,1.0
Đi hay 177,unknown,không_xác_định,1.0
Thuốc metformin có tác dụng phụ gì?,side_effects,tác_dụng_phụ,0.7
Tôi thấy mệt mỏi,symptom_inquiry,triệu_chứng,1.0
Thuốc atorvastatin có làm giảm tác dụng của gabapentin?,drug_interaction,tương_tác_thuốc,1.0
Đi đẹp 828,unknown,không_xác_định,1.0
Có dấu hiệu đau bụng,symptom_inquiry,triệu_chứng,1.0
SOS! đau ngực dữ dội,emergency,cấp_cứu,1.0
Cách uống cetirizine,dosage_question,liều_lượng,0.7
Uống aspirin có hại gì không?,side_effects,tác_dụng_phụ,0.7
Ngủ nghỉ đủ giấc,general_health,sức_khỏe_tổng_quát,1.0
Cảm thấy nhức đầu,symptom_inquiry,triệu_chứng,0.8
Một ngày uống ibuprofen mấy lần?,dosage_question,liều_lượng,0.7
Xem đẹp 401,unknown,không_xác_định,1.0
Phim ngon 556,unknown,không_xác_định,1.0
Lối sống lành mạnh,general_health,sức_khỏe_tổng_quát,1.0
Có triệu chứng đau dạ dày,symptom_inquiry,triệu_chứng,0.8
"Chào, chúc bác sĩ sức khỏe",greeting,chào_hỏi,1.0
Thuốc ibuprofen có hiệu quả không,drug_question,thuốc,1.0
Đi đẹp 135,unknown,không_xác_định,1.0
Chuẩn bị gì trước khi MRI não?,medical_procedure,thủ_thuật_y_tế,1.0
Có triệu chứng ho,symptom_inquiry,triệu_chứng,1.0
Tập thể dục như thế nào khi gan nhiễm mỡ?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Cách uống ibuprofen,dosage_question,liều_lượng,0.7
Liều lượng thuốc amoxicillin,dosage_question,liều_lượng,1.0
văn bản vô nghĩa,unknown,không_xác_định,1.0
metformin có an toàn không?,side_effects,tác_dụng_phụ,0.7
Tình trạng nguy kịch: chảy máu nhiều,emergency,cấp_cứu,1.0
Thực phẩm nên tránh khi gan nhiễm mỡ?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Bí quyết sống khỏe mạnh với lo âu?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Đang bị sốt cao,symptom_inquiry,triệu_chứng,0.8
Thuốc paracetamol làm tôi buồn nôn,side_effects,tác_dụng_phụ,1.0
Triệu chứng táo bón là gì?,symptom_inquiry,triệu_chứng,0.7
Ai nên thực hiện phẫu thuật?,medical_procedure,thủ_thuật_y_tế,1.0
"Xin chào ông/bà, tôi có câu hỏi",greeting,chào_hỏi,1.0
Liều tối đa của aspirin,dosage_question,liều_lượng,1.0
Xem hay 366,unknown,không_xác_định,1.0
Tình huống khẩn cấp: khó thở nghiêm trọng,emergency,cấp_cứu,1.0
Mấy ngày nay ngứa,symptom_inquiry,triệu_chứng,0.7
acetylsalicylic acid là thuốc gì,drug_question,thuốc,0.8
Cách uống aspirin,dosage_question,liều_lượng,0.7
"Đang dùng amoxicillin, có được uống iron?",drug_interaction,tương_tác_thuốc,1.0
Có dấu hiệu kiệt sức,symptom_inquiry,triệu_chứng,0.8
Xem đẹp 181,unknown,không_xác_định,1.0
Thay thế cho xét nghiệm nước tiểu có gì?,medical_procedure,thủ_thuật_y_tế,1.0
Khẩn cấp: co giật,emergency,cấp_cứu,1.0
Uống amoxicillin xong bị mệt mỏi,side_effects,tác_dụng_phụ,1.0
Probiotics nào tốt nhất cho hội chứng ruột kích thích?,diet_lifestyle,diet_lifestyle,1.0
Bà ngoại bị nhức đầu,symptom_inquiry,triệu_chứng,0.8
Vợ/chồng tôi ngứa,symptom_inquiry,triệu_chứng,0.7
Thuốc losartan có ảnh hưởng đến morphine?,drug_interaction,tương_tác_thuốc,1.0
Phim vui 727,unknown,không_xác_định,1.0
Tập thể dục như thế nào khi mất ngủ?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
acetaminophen là thuốc gì,drug_question,thuốc,0.8
Em bé bị ho khan,symptom_inquiry,triệu_chứng,0.8
Hello chuyên gia ơi,greeting,chào_hỏi,1.0
Làm sao để chữa đau dạ dày?,symptom_inquiry,triệu_chứng,0.8
Kinh nghiệm ăn uống lành mạnh hiệu quả?,general_health,sức_khỏe_tổng_quát,1.0
"Chào bác sĩ, chúc quý vị may mắn",greeting,chào_hỏi,1.0
Phim đẹp 257,unknown,không_xác_định,1.0
Phối hợp aspirin và tramadol có nguy hiểm không?,drug_interaction,tương_tác_thuốc,1.0
Thuốc losartan có làm giảm tác dụng của warfarin?,drug_interaction,tương_tác_thuốc,1.0
Điều chỉnh lối sống khi lo âu?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Lưu ý khi dùng paracetamol,side_effects,tác_dụng_phụ,0.7
Phương pháp phòng bệnh tốt nhất?,general_health,sức_khỏe_tổng_quát,1.0
Thuốc paracetamol có hại gì không,side_effects,tác_dụng_phụ,1.0
Hello,greeting,chào_hỏi,1.0
Thực phẩm nên tránh khi cao huyết áp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thuốc losartan có ảnh hưởng đến gabapentin?,drug_interaction,tương_tác_thuốc,1.0
Trẻ em uống aspirin thế nào?,dosage_question,liều_lượng,1.0
Đang bị mệt mỏi,symptom_inquiry,triệu_chứng,1.0
Intermittent fasting có lợi ích gì cho người tiểu đường type 2?,diet_lifestyle,diet_lifestyle,1.0
Uống ibuprofen có bị đau đầu không?,side_effects,tác_dụng_phụ,1.0
Em bé bị ho có đờm,symptom_inquiry,triệu_chứng,0.8
Rủi ro của đo huyết áp là gì?,medical_procedure,thủ_thuật_y_tế,1.0
Nhạc tốt 748,unknown,không_xác_định,1.0
một thời gian sốt,symptom_inquiry,triệu_chứng,0.8
Cách *điều trị* bệnh lười biếng,unknown,không_xác_định,1.0
Cách uống omeprazole,dosage_question,liều_lượng,0.7
Liều tối đa của ibuprofen,dosage_question,liều_lượng,1.0
Thuốc metformin có độc không?,side_effects,tác_dụng_phụ,0.7
Hướng dẫn giảm stress chi tiết?,general_health,sức_khỏe_tổng_quát,1.0
Ăn ngon 208,unknown,không_xác_định,1.0
Thuốc amoxicillin có tương tác với calcium không?,drug_interaction,tương_tác_thuốc,1.0
Thuốc gì chữa ngứa?,symptom_inquiry,triệu_chứng,0.7
Ăn hay 698,unknown,không_xác_định,1.0
SOS! tim ngừng đập,emergency,cấp_cứu,1.0
Tác hại của thuốc omeprazole,side_effects,tác_dụng_phụ,0.7
Gần đây táo bón,symptom_inquiry,triệu_chứng,0.7
đau đầu là bệnh gì?,symptom_inquiry,triệu_chứng,1.0
"Tôi đang uống paracetamol, có thể uống thêm digoxin?",drug_interaction,tương_tác_thuốc,1.0
Cách sử dụng thuốc acetylsalicylic acid,drug_question,thuốc,0.8
Thói quen tốt cho cao huyết áp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Tôi thấy đau dạ dày,symptom_inquiry,triệu_chứng,0.8
Cách ngủ ngon hiệu quả nhất?,general_health,sức_khỏe_tổng_quát,1.0
Xuất hiện triệu chứng kiệt sức,symptom_inquiry,triệu_chứng,0.8
Tuần này ho khan,symptom_inquiry,triệu_chứng,0.8
Một ngày uống amoxicillin mấy lần?,dosage_question,liều_lượng,0.7
Nhạc hay 841,unknown,không_xác_định,1.0
Thuốc amoxicillin có ảnh hưởng đến gabapentin?,drug_interaction,tương_tác_thuốc,1.0
Tương tác giữa paracetamol và prednisolone như thế nào?,drug_interaction,tương_tác_thuốc,1.0
Liệu lisinopril và warfarin có xung đột?,drug_interaction,tương_tác_thuốc,1.0
Sau khi uống ibuprofen bị mệt mỏi,side_effects,tác_dụng_phụ,1.0
"Hello quý vị, tôi có câu hỏi",greeting,chào_hỏi,1.0
Thời gian uống ibuprofen,dosage_question,liều_lượng,0.7
Ăn ngon 444,unknown,không_xác_định,1.0
Cảm thấy mệt lả,symptom_inquiry,triệu_chứng,0.8
Kết hợp paracetamol với insulin có an toàn?,drug_interaction,tương_tác_thuốc,1.0
Ai nên thực hiện siêu âm tim?,medical_procedure,thủ_thuật_y_tế,1.0
Nhạc tốt 881,unknown,không_xác_định,1.0
Xem đẹp 482,unknown,không_xác_định,1.0
Công dụng của metformin,drug_question,thuốc,0.7
Liều dùng của amoxicillin,dosage_question,liều_lượng,1.0
Uống acetylsalicylic acid có ảnh hưởng gì,side_effects,tác_dụng_phụ,0.8
Chào buổi sáng doctor!,greeting,chào_hỏi,1.0
cetirizine có an toàn không?,side_effects,tác_dụng_phụ,0.7
chồng tôi bị đau đầu,symptom_inquiry,triệu_chứng,0.7
Thói quen tốt cho lo âu?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Làm thế nào để ngủ ngon?,general_health,sức_khỏe_tổng_quát,1.0
"Tôi đang uống amlodipine, có thể uống thêm calcium?",drug_interaction,tương_tác_thuốc,1.0
Nhạc hay 696,unknown,không_xác_định,1.0
Thói quen tốt cho tiểu đường?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
!@#$%,unknown,không_xác_định,1.0
Cấp cứu! đột quỵ,emergency,cấp_cứu,1.0
Cảm thấy mệt mỏi,symptom_inquiry,triệu_chứng,1.0
Làm sao để tăng cường miễn dịch an toàn?,general_health,sức_khỏe_tổng_quát,1.0
Chế độ ăn cho người tiểu đường?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
"Hello, chúc thầy may mắn",greeting,chào_hỏi,1.0
Rủi ro của chụp X-quang là gì?,medical_procedure,thủ_thuật_y_tế,1.0
Cách sống khỏe với gout?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thuốc cetirizine có tác dụng gì?,drug_question,thuốc,0.7
Bà ngoại bị ho có đờm,symptom_inquiry,triệu_chứng,0.8
Uống ibuprofen xong bị buồn nôn,side_effects,tác_dụng_phụ,1.0
Gần đây ngứa,symptom_inquiry,triệu_chứng,0.7
Thuốc omeprazole có tương tác với tramadol không?,drug_interaction,tương_tác_thuốc,1.0
Tập thể dục như thế nào khi dạ dày?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Phương pháp chăm sóc da tốt nhất?,general_health,sức_khỏe_tổng_quát,1.0
Lối sống lành mạnh với đau khớp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thuốc lisinopril có ảnh hưởng đến digoxin?,drug_interaction,tương_tác_thuốc,1.0
Từ sáng ho,symptom_inquiry,triệu_chứng,0.7
Lưu ý khi dùng aspirin,side_effects,tác_dụng_phụ,0.7
"Chúc thầy, tôi có câu hỏi",greeting,chào_hỏi,1.0
Thuốc aspirin có làm giảm tác dụng của insulin?,drug_interaction,tương_tác_thuốc,1.0
Thuốc acetaminophen dùng để làm gì,drug_question,thuốc,0.8
Cảm thấy đau dạ dày,symptom_inquiry,triệu_chứng,0.8
Từ sáng đau đầu,symptom_inquiry,triệu_chứng,0.7
Cách dùng thuốc Amoxil,dosage_question,liều_lượng,0.8
Tập thể dục như thế nào khi cao huyết áp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Nhạc hay 943,unknown,không_xác_định,1.0
Cách điều trị đau đầu,symptom_inquiry,triệu_chứng,0.7
Cho tôi hỏi về thuốc paracetamol,drug_question,thuốc,1.0
Phim đẹp 395,unknown,không_xác_định,1.0
Uống aspirin xong bị chóng mặt,side_effects,tác_dụng_phụ,1.0
Thuốc paracetamol có ảnh hưởng đến iron?,drug_interaction,tương_tác_thuốc,1.0
"Chào bác sĩ ông/bà, tôi có câu hỏi",greeting,chào_hỏi,1.0
Cần cấp cứu ngay vì co giật,emergency,cấp_cứu,1.0
Anh ấy bị ho có đờm,symptom_inquiry,triệu_chứng,0.8
Liệu amoxicillin và gabapentin có xung đột?,drug_interaction,tương_tác_thuốc,1.0
Thuốc amoxicillin làm tôi đau đầu,side_effects,tác_dụng_phụ,1.0
Phim đẹp 933,unknown,không_xác_định,1.0
Làm sao để ăn uống lành mạnh an toàn?,general_health,sức_khỏe_tổng_quát,1.0
Chế độ ăn uống lành mạnh,general_health,sức_khỏe_tổng_quát,1.0
